Unnamed: 0,groupID,featureID,exonBaseMean,dispersion,stat,pvalue,padj,untreated,treated,log2fold_treated_untreated,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand,countData.PW1_2,countData.EDO_2,countData.PW1_1,countData.PW1_3,countData.EDO_3,countData.EDO_1,gene_id,is_significant
ENSG00000177084.16:E001,ENSG00000177084.16,E001,151.58714006644908,0.001091337796119,8665.165928642959,0.0,0.0,20.73006059528967,22.21280688656867,0.2044060025431493,chr12,132623762,132624689,928,-,141,199,87,145,133,193,ENSG00000177084,False
ENSG00000177084.16:E003,ENSG00000177084.16,E003,67.94845289688081,0.0170474524990322,1534.8867700240728,0.0,0.0,14.15438519098342,14.947292162194742,0.1591129916059745,chr12,132624905,132624994,90,-,62,112,40,70,45,81,ENSG00000177084,False
ENSG00000177084.16:E004,ENSG00000177084.16,E004,50.28215766953205,0.0048260189325754,4589.88570324365,0.0,0.0,11.961970106381528,12.989701040995785,0.2398756953813716,chr12,132625645,132625770,126,-,40,79,32,50,38,60,ENSG00000177084,False
ENSG00000177084.16:E005,ENSG00000177084.16,E005,68.69907922867414,0.000984248016327,11165.154765714888,0.0,0.0,14.09818618920525,14.851629940547696,0.1519654650630686,chr12,132626117,132626317,201,-,52,92,52,66,66,73,ENSG00000177084,False
ENSG00000177084.16:E007,ENSG00000177084.16,E007,81.37105820455012,0.0015666591228788,8482.355943589127,0.0,0.0,16.069338515588584,15.916782979655949,-0.0279130565699148,chr12,132632664,132632795,132,-,91,108,53,78,69,89,ENSG00000177084,False
ENSG00000177084.16:E006,ENSG00000177084.16,E006,82.64270990953479,0.0009034498548952,11181.204043383315,0.0,0.0,15.607831822999458,16.270634785323324,0.1216874749972252,chr12,132632315,132632508,194,-,79,103,59,71,73,102,ENSG00000177084,False
ENSG00000177084.16:E008,ENSG00000177084.16,E008,85.56749502008265,0.0030938710392569,5514.927417304878,0.0,0.0,16.046070319545095,16.587116407823146,0.0970953959566474,chr12,132634186,132634378,193,-,83,119,58,80,65,106,ENSG00000177084,False
ENSG00000177084.16:E009,ENSG00000177084.16,E009,38.26393915974448,0.0019971159061201,8457.726411528873,0.0,0.0,11.200168570887314,10.86518504919286,-0.0882063083230901,chr12,132635892,132636024,133,-,32,47,25,50,31,45,ENSG00000177084,False
ENSG00000177084.16:E013,ENSG00000177084.16,E013,79.38934431361292,0.0069582339148753,3107.252894448791,0.0,0.0,15.544288799201183,15.81758767023618,0.0509742362315925,chr12,132642177,132642397,221,-,61,110,52,94,78,74,ENSG00000177084,False
ENSG00000177084.16:E010,ENSG00000177084.16,E010,69.88501860802035,0.0098757060458212,2417.0474478494098,0.0,0.0,15.407876040980652,14.292395564893411,-0.2194861533245493,chr12,132638014,132638139,126,-,69,59,54,80,66,87,ENSG00000177084,False
ENSG00000177084.16:E011,ENSG00000177084.16,E011,92.42625231548084,0.0075084242053145,2770.4939690273886,0.0,0.0,17.92093350669427,16.188882769517022,-0.2979989520033221,chr12,132639125,132639298,174,-,80,86,83,111,87,100,ENSG00000177084,False
ENSG00000177084.16:E012,ENSG00000177084.16,E012,76.82672870946,0.0022177271185095,7022.22479310054,0.0,0.0,16.162544223999873,14.89919331767942,-0.2379731867616321,chr12,132641647,132641851,205,-,66,81,62,96,74,77,ENSG00000177084,False
ENSG00000177084.16:E015,ENSG00000177084.16,E015,76.38774192515467,0.0009537729181827,11071.607741220863,0.0,0.0,15.190541118758262,15.62234721405224,0.0819382460713802,chr12,132642820,132642996,177,-,64,101,46,88,69,86,ENSG00000177084,False
ENSG00000177084.16:E014,ENSG00000177084.16,E014,71.99131261576787,0.0047781296336944,4245.781796751512,0.0,0.0,15.048695079706164,14.971301862694643,-0.0150629489219777,chr12,132642506,132642729,224,-,62,104,49,83,65,66,ENSG00000177084,False
ENSG00000177084.16:E016,ENSG00000177084.16,E016,51.53423493910693,0.0016777461049467,8935.051136933787,0.0,0.0,12.704265977822985,12.690885492772225,-0.0030677273302988,chr12,132643224,132643330,107,-,47,55,31,60,49,64,ENSG00000177084,False
ENSG00000177084.16:E017,ENSG00000177084.16,E017,54.58689160736841,0.0014549966893871,9566.156097494802,0.0,0.0,13.213753062154892,12.801638878236504,-0.0922801969643618,chr12,132643407,132643560,154,-,45,61,49,55,51,59,ENSG00000177084,False
ENSG00000177084.16:E025,ENSG00000177084.16,E025,84.53647959827362,0.0077536262477602,2808.553078108561,0.0,0.0,15.214608072561164,16.791236332757393,0.2885306385562334,chr12,132659295,132659509,215,-,85,101,40,75,95,98,ENSG00000177084,False
ENSG00000177084.16:E018,ENSG00000177084.16,E018,52.23266704759615,0.0097230777515646,2657.248043200418,0.0,0.0,12.825636463600093,12.657538658545748,-0.0384093588872103,chr12,132643837,132643977,141,-,51,59,48,40,46,62,ENSG00000177084,False
ENSG00000177084.16:E019,ENSG00000177084.16,E019,49.675667235876766,0.0014147488932976,9852.882793202403,0.0,0.0,12.48381532126598,12.311246274069164,-0.0405061600251199,chr12,132648929,132649072,144,-,48,59,40,45,51,48,ENSG00000177084,False
ENSG00000177084.16:E020,ENSG00000177084.16,E020,63.239196975334806,0.0118353261995081,2136.5171967315578,0.0,0.0,14.97258826831029,13.46815042018477,-0.3089613181565278,chr12,132649306,132649515,210,-,58,62,41,94,61,65,ENSG00000177084,False
ENSG00000177084.16:E021,ENSG00000177084.16,E021,54.81591101911624,0.0177907258414595,1565.362864372146,0.0,0.0,14.366560837671244,12.219927399084696,-0.4715177379770106,chr12,132649677,132649889,213,-,66,41,38,74,57,55,ENSG00000177084,False
ENSG00000177084.16:E022,ENSG00000177084.16,E022,49.204415082138894,0.0013015785719401,10266.459177052328,0.0,0.0,13.066093442046563,11.919676329404837,-0.2672546473759816,chr12,132657136,132657258,123,-,52,49,35,59,49,50,ENSG00000177084,False
ENSG00000177084.16:E023,ENSG00000177084.16,E023,59.44701833526414,0.0107307238065524,2362.7477827731564,0.0,0.0,14.116883727620063,13.352572840771217,-0.1622849894009679,chr12,132657349,132657429,81,-,63,72,33,76,62,51,ENSG00000177084,False
ENSG00000177084.16:E024,ENSG00000177084.16,E024,60.23411758833959,0.0040508852131375,4989.381295821911,0.0,0.0,13.68493946664259,13.809499011330049,0.0264174369024008,chr12,132657868,132657970,103,-,62,73,29,70,60,66,ENSG00000177084,False
ENSG00000177084.16:E029,ENSG00000177084.16,E029,69.32505665353116,0.0010871207396828,10613.611141734938,0.0,0.0,14.781709008930022,14.56152433006207,-0.0438193595777312,chr12,132664370,132664462,93,-,58,82,59,70,59,81,ENSG00000177084,False
ENSG00000177084.16:E026,ENSG00000177084.16,E026,63.09095650924471,0.0012661264975437,10045.325355316045,0.0,0.0,13.329455425869952,14.373653576430968,0.2199287411498254,chr12,132660969,132661164,196,-,62,75,38,52,67,74,ENSG00000177084,False
ENSG00000177084.16:E027,ENSG00000177084.16,E027,52.80254859473054,0.0067129546985723,3551.920664774152,0.0,0.0,12.574920226806428,13.02353076576324,0.102060382714634,chr12,132661527,132661684,158,-,52,56,35,48,46,75,ENSG00000177084,False
ENSG00000177084.16:E028,ENSG00000177084.16,E028,62.85629445695264,0.0009802951872573,11335.213144925858,0.0,0.0,13.886380452360072,14.03495476389466,0.031038991609563,chr12,132664004,132664148,145,-,56,71,45,64,57,78,ENSG00000177084,False
ENSG00000177084.16:E031,ENSG00000177084.16,E031,53.95892522841875,0.0029802339499718,6274.799553538204,0.0,0.0,13.400967459861874,12.678746846664184,-0.161354960081125,chr12,132667503,132667648,146,-,50,72,50,53,43,53,ENSG00000177084,False
ENSG00000177084.16:E030,ENSG00000177084.16,E030,57.571324614351546,0.0059441736467033,3805.068624526609,0.0,0.0,14.026877794747037,12.968752428294408,-0.2285904804201637,chr12,132665302,132665450,149,-,54,76,56,57,45,55,ENSG00000177084,False
ENSG00000177084.16:E032,ENSG00000177084.16,E032,53.24573825960948,0.0045064912178497,4749.673687868093,0.0,0.0,13.13532270496637,12.751060963654057,-0.086463514435902,chr12,132668356,132668502,147,-,51,77,44,52,45,48,ENSG00000177084,False
